	label	name	rawTweet	tweet_id	postTweet	keyN
14	2	senatewho	RT @gregHog1: @AndrewDesiderio @anitakumar01 It just shows Trump, his family &amp; associates is a big crime syndicate. And remember, GOP remai…	1334751362194653184	amp associates big crime family gop remai remember rt shows syndicate trump	12
15	1	MerciReece	RT @theangiestanton: Who else is happy that the Democrats are caught RED handed trying to steal the 2020 Presidential election 🙋🏽‍♀️	1334752162367348737	2020 caught democrats election handed happy presidential red rt steal 🙋🏽‍♀️	11
16	0	bohoshay	RT @HuffPost: The fundraising figure underscores Trump's fierce grip on the Republican Party, even after his loss to Joe Biden. https://t.c…	1334752377530937347	biden fierce figure fundraising grip joe loss party republican rt trump underscores	12
17	1	Christi24463334	RT @ReallyAmerican1: #PerdueSaysTrumpWon, and has betrayed MAGA. Help us blanket Trump counties in Georgia with these billboards.https://t.…	1334755551259942913	betrayed billboards blanket counties georgia https maga perduesaystrumpwon rt trump	10
18	2	NsAPesarDeTodo	RT @TheDemCoalition: The hilarious viral video showed the @GOP Governor @DougDucey silencing a phone call from @realDonaldTrump as he certi…	1334755679828135938	call certi governor hilarious phone rt showed silencing video viral	10
19	0	katell8	RT @gDesFaits: ÇA AVANCE : Le gouverneur Brian Kemp appelle à un « audit de signature » après une nouvelle vidéo de surveillance diffusée a…	1334756057986584579	appelle après audit avance brian de de diffusée gouverneur kemp le nouvelle rt signature surveillance une vidéo ça	18
20	1	pelletman	RT @theangiestanton: Who else is happy that the Democrats are caught RED handed trying to steal the 2020 Presidential election 🙋🏽‍♀️	1334757466291232768	2020 caught democrats election handed happy presidential red rt steal 🙋🏽‍♀️	11
21	2	NsAPesarDeTodo	RT @Baligubadle1: David Perdue says Joe Biden is the President- elect.   #PerdueSaysBidenWon	1334757804029202434	biden david elect joe perdue perduesaysbidenwon president rt	8
22	2	PDKMom	RT @Redistrict: BREAKING: Biden's national popular vote lead just surpassed 7 million (4.5%)...  Biden 81,264,673 (51.3%) Trump 74,210,838…	1334757771976196096	210 264 51 673 74 81 838 biden biden breaking lead million national popular rt surpassed trump vote	18
23	2	Dee35126660	RT @tedlieu: One of two things is going to happen. Congress will override Trump’s veto. Or we wait until January and reintroduce the same N…	1334759347516108801	congress happen january override reintroduce rt things trump veto wait	10
24	0	drseid	RT @Teri_Kanefield: Roger Stone is suggesting the same thing. As a practical matter, it can't happen. Trump would need the armed forces (wo…	1334762396439736320	armed forces happen matter practical roger rt stone suggesting thing trump wo	12
25	0	KimManley7	RT @TheLastWord: .@BhadeliaMD, an infectious diseases physician, tells @Lawrence that it's a “good move” to increase public trust for Presi…	1334762525804568576	@bhadeliamd diseases good increase infectious move physician presi public rt tells trust	12
26	0	drseid	RT @Teri_Kanefield: It's also not possible because the Constitution gives Congress the authority to determine the date of the presidential…	1334763231114633216	authority congress constitution date determine presidential rt	7
27	0	NetworksManager	RT @NetworksManager: We’re not going to take communism shutting down our businesses, locking us in our home and stealing the presidential e…	1334764198950211584	businesses communism home locking presidential re rt shutting stealing we	10
28	0	VIM84437144	RT @corybernardi: There has never been a US Presidential election as crooked as this one. The evidence of wrongdoing continues to mount and…	1334764116875956225	and continues crooked election evidence mount one presidential rt wrongdoing	10
29	2	MichaelFrankie6	RT @AnaCabrera: JUST IN: In a 4-3 decision, the Wisconsin Supreme Court decided it will not hear a lawsuit filed by Trump seeking to remove…	1334766973394116609	court decided decision filed hear in lawsuit remove rt seeking supreme trump wisconsin	13
30	1	KimRHolmes2	RT @ReallyAmerican1: David #PerdueSaysBidenWon and has betrayed president Trump. Please don’t retweet this and use the hashtag #PerdueSaysB…	1334767205410504704	betrayed david don hashtag perduesaysb perduesaysbidenwon president retweet rt trump	10
31	2	Chachalina55	RT @kaitlancollins: Biden says he doesn’t personally care if Trump comes to his inauguration, but he should to showcase a peaceful transfer…	1334767194727534592	biden care doesn inauguration peaceful personally rt showcase transfer trump	10
32	0	KimRHolmes2	RT @ReallyAmerican1: We need 2,000 quick retweets and REPLIES to help get #PerdueSaysBidenWon trending so Trump can see these Georgia Repub…	1334767176717254657	000 georgia perduesaysbidenwon quick replies repub retweets rt trending trump	10
33	0	trump_enemy	RT @funder: I like presidents who don’t send people to spy on the DoJ for their campaign.	1334767175509422086	campaign doj don people presidents rt send spy	8
34	0	Bonnievee57	RT @EricBoehlert: asking this question during Trump’s final full month in office is chef kiss emoji	1334767717149253633	chef emoji final full kiss month office question rt trump	10
35	0	MichaelFrankie6	RT @mmpadellan: Did David Perdue turn his back on trump? YES HE DID, because we all know #PerdueSaysBidenWon.  We're going to blanket Georg…	1334768730501390338	back blanket david did georg perdue perduesaysbidenwon rt trump turn	10
36	2	Teram323Tere	RT @donwinslow: Trump is worried that he may be prosecuted in New York after he leaves office https://t.co/6dtHSXtHeJ via @Yahoo	1334770376727961601	leaves office prosecuted rt trump worried york	7
37	1	4sutq8	RT @ReallyAmerican1: #PerdueSaysBidenWon and betrayed President Trump. Help us blanket Trump counties in Georgia with these billboards by c…	1334770375322812416	betrayed billboards blanket counties georgia perduesaysbidenwon president rt trump trump	10
38	2	cliveboyce77	RT @joshscampbell: President-elect Joe Biden tells @jaketapper his administration will not make national policy by tweets.	1334770445195898880	administration biden elect joe make national policy president rt tells tweets	11
39	1	kathlee73732050	RT @ReallyAmerican1: The President should immediately cancel his trip to Georgia after RINO David Perdue embarrassed him and said that ther…	1334771389224652800	cancel david embarrassed georgia immediately perdue president rino rt ther trip	11
40	0	ThatABoy10	RT @HaleighHoffman: The last 75 tweets from Pres. Trump have been about himself or election fraud. (That’s in just the past two days)  None…	1334771902435500039	75 days election fraud none past pres rt that trump tweets	11
41	2	ASaidiani	RT @thehill: Wisconsin Supreme Court turns away Trump election lawsuit https://t.co/8QvcqPgZbN https://t.co/ti9c4qJUWM	1334772415130345473	court election lawsuit rt supreme trump turns wisconsin	8
42	0	IJS03422635	RT @JoshShapiroPA: The election is over. Results have been certified.  Trump lost nationwide by 7 million votes. He lost PA by 83,000 votes…	1334774047029284864	000 83 certified election lost lost million nationwide over pa results rt trump votes votes	15
43	2	Gospel1957	RT @JoeBiden: On this International Day of People with Disabilities and every day of the Biden-Harris administration, we'll be fully commit…	1334774180743614464	administration biden commit day day disabilities fully harris international people rt	11
44	0	Gospel1957	"RT @kylegriffin1: Biden on CNN: ""There's not a single decision I've made yet about personnel or how to proceed that I haven't discussed wit…"	1334774102926766081	biden cnn decision discussed made personnel proceed rt single there wit	11
45	2	Bonnievee57	RT @kylegriffin1: A former U.S. attorney has asked the Georgia State Election Board to investigate U.S. Sen. Lindsey Graham, saying he pres…	1334775101712183297	asked attorney board election georgia graham investigate lindsey pres rt sen state	12
46	0	Tanis42	RT @KikiAdine: Do you remember how before the election trump was all concerned about Hunter Biden and his terrible corruption but now he's…	1334778844461625344	biden concerned corruption election he hunter remember rt terrible trump	10
47	0	NsAPesarDeTodo	RT @TheLastWord: .@tribelaw tells @Lawrence that if Trump tried to pardon himself, his argument would not hold up in court because it goes…	1334778836307865601	@tribelaw argument court goes himself hold pardon rt tells trump	10
48	2	RandallCombs7	RT @Redistrict: BREAKING: Biden's national popular vote lead just surpassed 7 million (4.5%)...  Biden 81,264,673 (51.3%) Trump 74,210,838…	1334778904100429825	210 264 51 673 74 81 838 biden biden breaking lead million national popular rt surpassed trump vote	18
49	2	cliveboyce77	RT @kylegriffin1: A former U.S. attorney has asked the Georgia State Election Board to investigate U.S. Sen. Lindsey Graham, saying he pres…	1334780416423841792	asked attorney board election georgia graham investigate lindsey pres rt sen state	12
50	0	Tanis42	RT @donwinslow: The Trump Administration Withheld Phone Numbers of Migrants Captured at the U.S. Border https://t.co/XKXQ68UwJ0 via @Yahoo	1334784694882332673	administration border captured migrants numbers phone rt trump withheld	9
51	1	isearch4sanity	RT @Scaramucci: So AG Bill Barr is now in cahoots with Hugo Chavez to prevent Trump from winning the election? Hard to keep up with this st…	1334785209758228483	ag barr bill cahoots chavez election hard hugo prevent rt st trump winning	13
52	1	VIM84437144	RT @realDonaldTrump: The “Republican” Governor of Georgia, @BrianKempGA, and the Secretary of State, MUST immediately allow a signature ver…	1334785363907235841	georgia governor immediately republican rt secretary signature state ver	9
53	2	Joe_Glidden	RT @JoyAnnReid: Donald Trump, does not care, about the American people. https://t.co/bqSGJmAIil	1334787358391058432	american care donald people rt trump	6
54	2	Ramon79838090	RT @JoeBiden: On this International Day of People with Disabilities and every day of the Biden-Harris administration, we'll be fully commit…	1334787485809905666	administration biden commit day day disabilities fully harris international people rt	11
55	2	Joe_Glidden	RT @TheRealAndrew_: Breaking News: President Elect Biden has tapped Dr. Vivek Murthy as the new Surgeon General! https://t.co/nL3TcmJhhM	1334787395682627584	biden breaking dr elect general murthy news president rt surgeon tapped vivek	12
56	1	katell8	RT @Fr_Conservateur: 🇺🇸 La #démocrature impose un contrôle absolu de l'information. Ainsi, aucun média dominant et contrôlé ne signale que…	1334788506699304960	absolu ainsi aucun contrôle contrôlé de dominant démocrature impose information la média ne que rt signale 🇺🇸	17
57	2	chgonog	RT @bluestein: A former U.S. attorney has asked the Georgia State Election Board to investigate U.S. Sen. Lindsey Graham, saying he pressed…	1334790872882421760	asked attorney board election georgia graham investigate lindsey pressed rt sen state	12
58	2	gypsy31811	RT @grantstern: The only reason Trump wants to erase Section 230 of the CDA is so he can sue @Twitter when they delete his account after he…	1334791041463902208	230 account cda delete erase he reason rt section sue trump	11
59	0	Tanis42	RT @ResisterForever: Politico reported that sources said Trump phoned Lin Wood and told him to knock it off.   That same day, Wood tweeted…	1334791038997819392	day knock lin off phoned politico reported rt sources told trump tweeted wood wood	14
60	2	arusakow	RT @atrupar: The conspiracy theorizing has reached a level of incoherency where Trump is insinuating his staunch Republican supporters cons…	1334791031997403137	cons conspiracy incoherency insinuating level reached republican rt staunch supporters theorizing trump	12
61	2	SameOldSongAnd1	RT @PalmerReport: Donald Trump's idiot supporters have now given $200 million to his election defense fund, nearly all of which has gone in…	1334793200683409408	200 defense donald election fund idiot in million rt supporters trump	11
62	2	SameOldSongAnd1	RT @PalmerReport: I told you that if we ran up the score for Biden, then Trump’s efforts at screwing with the result would go nowhere. Sure…	1334795845234024448	biden efforts nowhere ran result rt score screwing sure told trump	11
63	2	roedio73	RT @AnaCabrera: JUST IN: In a 4-3 decision, the Wisconsin Supreme Court decided it will not hear a lawsuit filed by Trump seeking to remove…	1334795405981257729	court decided decision filed hear in lawsuit remove rt seeking supreme trump wisconsin	13
64	1	ThoDao6	RT @realDonaldTrump: The “Republican” Governor of Georgia, @BrianKempGA, and the Secretary of State, MUST immediately allow a signature ver…	1334794919215472642	georgia governor immediately republican rt secretary signature state ver	9
65	2	Renee09664214	RT @travisakers: NEW: Trump campaign’s star witness, Mellissa Carone, was on probation for a year for committing a computer crime court rec…	1334796354720309249	campaign carone committing computer court crime mellissa new probation rec rt star trump witness year	15
66	1	Epahlee	RT @DavidJHarrisJr: @RudyGiuliani They’ve been caught red handed! Lock them all up and declare  @realDonaldTrump the winner of the presiden…	1334799376141742080	caught declare handed lock presiden red rt they ve winner	10
67	0	Epahlee	RT @Raiklin: If I were a Georgian:  1.  Audit the Nov 3 election to clean up all the corruption and fraud in the Presidential and the two U…	1334797905186725888	audit clean corruption election fraud georgian nov presidential rt	9
68	1	shazdanz	RT @Scaramucci: So AG Bill Barr is now in cahoots with Hugo Chavez to prevent Trump from winning the election? Hard to keep up with this st…	1334800548000837634	ag barr bill cahoots chavez election hard hugo prevent rt st trump winning	13
69	2	shazdanz	RT @AnaCabrera: JUST IN: In a 4-3 decision, the Wisconsin Supreme Court decided it will not hear a lawsuit filed by Trump seeking to remove…	1334800712212111360	court decided decision filed hear in lawsuit remove rt seeking supreme trump wisconsin	13
70	2	SameOldSongAnd1	RT @AnaCabrera: JUST IN: In a 4-3 decision, the Wisconsin Supreme Court decided it will not hear a lawsuit filed by Trump seeking to remove…	1334802501774798850	court decided decision filed hear in lawsuit remove rt seeking supreme trump wisconsin	13
71	2	Randbreloaded	RT @Randbreloaded: Join us for a delightful inaugural dinner event celebrating this historic election victory. A lively, glamorous and styl…	1334805209109958658	celebrating delightful dinner election event glamorous historic inaugural join lively rt styl victory	13
72	2	CingHsian	RT @fedtanyl: It was shameful for Trump to refer to Covid as the “China virus”, knowing full well it originated from Hunter Biden’s laptop	1334808022107865089	biden china covid full hunter knowing laptop originated refer rt shameful trump virus	13
73	2	TonyHussein4	@FLSenate @WiltonSimpson Another 2 records set yesterday, 2,918 deaths in 1 day, &amp; more than 100,000 people hospita… https://t.co/nU8IRAnsMD	1334808012570157062	000 100 918 amp day deaths hospita people records set yesterday	11
74	0	29361RMSM	RT @gritslady: “Ignore the president,” Rachel Maddow implored Americans. https://t.co/Hx4dNwfFnD via @HuffPostPol	1334808006496808961	americans ignore implored maddow president rachel rt	7
75	2	CingHsian	RT @realTuckFrumper: Trump Is Making Election Fraud Infomercials As An American Dies Of COVID Every 30 Seconds https://t.co/SEhLbPoiPW	1334808002029703170	30 american covid dies election fraud infomercials making rt seconds trump	11
76	2	arusakow	RT @VapidOne: #PerdueSaysBidenWon. Trump equals LOSER.	1334807979497910273	equals loser perduesaysbidenwon rt trump	5
77	0	ziyaziba	RT @RBReich: In 2020, Biden won the popular vote by 7 million votes.  In 2016, Trump lost the popular vote by 3 million votes.  Both won th…	1334808149421789184	2016 2020 biden lost million million popular popular rt th trump vote vote votes votes won won	17
78	0	arusakow	RT @davidfrum: If you want to know why Trump was personally crushed under by 46% of the vote - 7 million vote margin - in an otherwise soli…	1334809040279375874	46 crushed margin million personally rt soli trump vote vote	10
79	1	jiewang123	RT @realDonaldTrump: The “Republican” Governor of Georgia, @BrianKempGA, and the Secretary of State, MUST immediately allow a signature ver…	1334809339845021697	georgia governor immediately republican rt secretary signature state ver	9
80	0	arusakow	RT @MeidasTouch: Biden 81,264,673 (51.3%) Trump 74,210,838 (46.9%) https://t.co/xxW2MiY76B	1334809549363052545	210 264 46 51 673 74 81 838 biden rt trump	11
81	2	DrlocksLocks	RT @tribelaw: This scheme to turn the Jan 6 Joint Session of Congress from a routine electoral vote-counting event into a coup to overturn…	1334811511089365002	congress counting coup electoral event jan joint overturn routine rt scheme session turn vote	14
82	1	1127Lau	RT @XiaosongWangUSA: 这世道公平吗？对邪恶之人来说是公平的，因为他们不承认法律天平，他们也没有道德底线；对善良的人来说绝对不公平，因为他们总是循规蹈矩不敢越雷池半步，他们也总是担心因为自己而伤及无辜。川普比窦娥还冤，比秦香莲还苦。有冤无处申，有苦无处诉。但川…	1334811952309182466	rt 他们也总是担心因为自己而伤及无辜 他们也没有道德底线；对善良的人来说绝对不公平 但川 因为他们不承认法律天平 因为他们总是循规蹈矩不敢越雷池半步 对邪恶之人来说是公平的 川普比窦娥还冤 有冤无处申 有苦无处诉 比秦香莲还苦 这世道公平吗	12
83	0	roedio73	RT @AlvarezHashi: Donald Trump Jr. wants to become head of the NRA – and fire Wayne LaPierre   And right after that, Eric is applying to be…	1334813229827108869	applying be donald eric fire head jr lapierre nra rt that trump wayne	13
84	0	Kate97417476	RT @CelerySorbet: @penny_candy__ Jared was in charge of pardons since at least Feb  https://t.co/SY7YbLUPiX	1334813224680759296	charge feb jared pardons rt	5
85	0	29361RMSM	RT @e_whittler: Donald J Trump lost the 2020 presidential election. He lost by the Electoral College 306 to 232. He lost by a whopping 7 mi…	1334816229429825537	2020 232 306 college donald election electoral lost lost lost mi presidential rt trump whopping	15
86	0	feinberg_linda	"RT @CNN: ""Just 100 days to mask, not forever. 100 days. And I think we'll see a significant reduction,"" said President-elect Biden https://…"	1334816620871622657	100 100 biden days days elect forever just mask president reduction rt significant	13
87	2	29361RMSM	RT @murray_nyc: @realDonaldTrump GREAT OUTCOME!  Biden 306 Trump 232	1334816591654100993	232 306 biden great outcome rt trump	7
88	0	feinberg_linda	RT @TimAlberta: 9 of 10 Trump voters I’ve talked to believe mass voter fraud occurred.  8 of those 9 cite the protracted counting and Biden…	1334816576105836547	10 biden cite counting fraud mass occurred protracted rt talked trump ve voter voters	14
89	0	SPQ_ESQ	"RT @cnni: ""Just 100 days to mask, not forever. 100 days. And I think we'll see a significant reduction,"" said President-elect Biden https:/…"	1334816570355425280	100 100 biden days days elect forever just mask president reduction rt significant	13
90	1	russkettley	RT @theangiestanton: Who else is happy that the Democrats are caught RED handed trying to steal the 2020 Presidential election 🙋🏽‍♀️	1334817168471502849	2020 caught democrats election handed happy presidential red rt steal 🙋🏽‍♀️	11
91	0	29361RMSM	RT @MattNegrin: WASHINGTON (AP) — America’s ruling party condemns democratic process for 26th straight day after opposition leader won pres…	1334818264262840325	26th america ap condemns day democratic leader opposition party pres process rt ruling straight washington won	16
92	2	dogemperor	RT @itsJeffTiedrich: remember when we said that we all had to vote for Biden in numbers so great that Trump couldn't steal the election? th…	1334818678702018560	biden election great numbers remember rt steal th trump vote	10
93	0	echandlerseb	RT @JohnFetterman: “ (the Court) .. to *wipe out* the election results and direct the state’s Republican-controlled Legislature to pick Pen…	1334821573551919106	controlled court direct election legislature out pen pick republican results rt state the wipe	14
94	0	LesterMoe6	RT @thewebbix: Take note, it’s been 231 years since our first presidential election. We’ve never had a problem with integrity due to voter…	1334820783672225793	231 due election integrity it note presidential problem rt ve voter we years	13
95	2	SmithSeigel	RT @TeaPainUSA: Do you know what’s terrifyin’?  If Trump had been able to win over just 5% more of America, our Democracy would be gone and…	1334821877630578688	america and democracy rt terrifyin trump what win	8
96	1	makyosunim	RT @mmpadellan: Georgia trump supporters won't be too happy when they find out that #PerdueSaysBidenWon.  So, whatever you do, don't retwee…	1334821876045139968	do find georgia happy perduesaysbidenwon retwee rt so supporters trump	10
97	2	LlardnerC	RT @MTM91324: President-Elect Biden says he wants us all to wear masks for the first 100 days of his administration. If the current POtuS h…	1334822510551068676	100 administration biden current days elect masks potus president rt wear	11
98	0	NewYorkCityGuns	RT @NadlerJanet: Please call the US Supreme court at202-479-3011 choose option (5) for clerks office. Leave message that you wish for the s…	1334824828965105664	3011 479 at202 call choose clerks court leave message office option rt supreme	13
99	1	FlockBoss20	RT @ConcedingTrump: Wow! #PerdueSaysBidenWon! Total betrayal! https://t.co/AV2aLYBb81	1334825167692947457	betrayal perduesaysbidenwon rt total wow	5
100	0	TheBigShip	RT @TheDemCoalition: Mellissa Carone, a Trump campaign witness, delivered testimony that drew comparisons to SNL characters. Giuliani also…	1334826574634369024	also campaign carone characters comparisons delivered drew giuliani mellissa rt snl testimony trump witness	14
101	0	AdakCharley	RT @SethAbramson: (PS4) Whether there is any sufficient legal—criminal or civil—mechanism to pursue the matter is unclear, but as a matter…	1334827082862497792	civil criminal legal matter matter mechanism ps4 pursue rt sufficient unclear	11
102	0	NellB10522733	RT @Judson4Congress: Trump* doubles down on his Defense Bill Veto threat to destroy Section 230 and with it, free speech.  Had Trump* and t…	1334827082677940232	230 bill defense destroy doubles free it rt section speech threat trump trump veto	14
103	2	Vmbritsch	RT @tedlieu: One of two things is going to happen. Congress will override Trump’s veto. Or we wait until January and reintroduce the same N…	1334829830915805184	congress happen january override reintroduce rt things trump veto wait	10
104	0	Lori74458665	RT @lindyli: Just a friendly reminder that Trump is threatening to veto the MILITARY BUDGET because of mean hashtags like #DiaperDon and be…	1334830370190192645	be budget diaperdon friendly hashtags military reminder rt threatening trump veto	11
105	0	sherri30078667	RT @11thHour: Pardons or no pardons, the Trump family could face a slew of legal issues after life in the White House. @peterbakernyt joins…	1334831002590486528	face family house issues joins legal life pardons pardons rt slew trump white	13
106	1	terri_grohal	RT @DavidJHarrisJr: @RudyGiuliani They’ve been caught red handed! Lock them all up and declare  @realDonaldTrump the winner of the presiden…	1334831729631178753	caught declare handed lock presiden red rt they ve winner	10
107	0	Sesimbra5	RT @Roshan_Rinaldi: Suddenly, “Not Wanted: Ivanka Trump” signs have sprouted up all over NYC. 😛 https://t.co/CNIAzgiRnG	1334831897856380934	ivanka not nyc rt signs sprouted suddenly trump wanted	9
108	0	SKSteckle	RT @maggieNYT: An inadvertently revealing quote; her detractors in Trump's world say they see her as using the president for her own advanc…	1334834669112713217	advanc detractors inadvertently president quote revealing rt trump world	9
109	2	suekhi	RT @thedailybeast: DOJ probed GOP fundraiser and Kushner lawyer over alleged pardon bribery scheme https://t.co/2kcQDETntm	1334834926240346113	alleged bribery doj fundraiser gop kushner lawyer pardon probed rt scheme	11
110	2	Sesimbra5	RT @tribelaw: This scheme to turn the Jan 6 Joint Session of Congress from a routine electoral vote-counting event into a coup to overturn…	1334839766248992768	congress counting coup electoral event jan joint overturn routine rt scheme session turn vote	14
111	0	Bonnievee57	RT @Peatches66: Trump's intelligence chief warns China is the greatest threat to US since WWII.  I think the greatest threat sits in the Ov…	1334839985686650880	chief china greatest greatest intelligence ov rt sits threat threat trump warns wwii	13
112	2	Pathfinder1001	RT @FSFP: BREAKING: Free Speech For People has requested permission to file an amicus brief outlining the constitutional violations of Trum…	1334839980586307584	amicus breaking constitutional file free outlining people permission requested rt speech trum violations	13
113	2	cheezwitham	RT @TeaPainUSA: Do you know what’s terrifyin’?  If Trump had been able to win over just 5% more of America, our Democracy would be gone and…	1334840503796437004	america and democracy rt terrifyin trump what win	8
114	0	xzxzanalazy	RT @ForeignAffairs: The Biden administration cannot treat Chinese human rights violations only as a foreign policy issue, writes @SophieHRW…	1334841137291382795	administration biden chinese foreign human issue policy rights rt treat violations writes	12
115	0	RichNChrist57	RT @Rothbard1776: @GenFlynn @DavidShafer @GovKemp @SidneyPowell1 @LLinWood The emphasis here being “THIS IS ONLY THE START”.   The longer t…	1334841777640120320	emphasis longer rt start this	5
116	0	kimsbrown_	RT @BigPalheta: If they don’t fix the presidential race in GA, the senate goes with it.  Who’s going to show up for another rigged election…	1334843506922237952	don election fix ga it presidential race rigged rt senate show who	12
117	0	Dee35126660	RT @MattNegrin: WASHINGTON (AP) — America’s ruling party condemns democratic process for 26th straight day after opposition leader won pres…	1334842894713114624	26th america ap condemns day democratic leader opposition party pres process rt ruling straight washington won	16
118	1	AndersonCheri	RT @rogertansey: Biden wants Americans to wear a mask for 100 days. Who’s in?	1334843796224421891	100 americans biden days in mask rt wear who	9
119	0	Luuvs4reel	RT @AP_Politics: A cellphone video of a man hauling a box into a Detroit election office was spread on social media as proof as voter fraud…	1334847925361512448	box cellphone detroit election fraud hauling man media office proof rt social spread video voter	15
120	2	RayWagenknecht	RT @tomiahonen: LOL haha yes Perdue in Georgia has just said Biden won the Presidential election. This is gonna piss off Trump (Good)  What…	1334848848544542730	biden election georgia gonna good haha lol perdue piss presidential rt trump what won	14
121	2	realDonaldInfo	RT @ABC: In the nearly four weeks since Joe Biden was projected to be the winner of the 2020 presidential election, Trump has refused to co…	1334848813442404356	2020 biden co election joe presidential projected refused rt trump weeks winner	12
122	2	tadrow	RT @travisakers: NEW: Trump campaign’s star witness, Mellissa Carone, was on probation for a year for committing a computer crime court rec…	1334848991628947456	campaign carone committing computer court crime mellissa new probation rec rt star trump witness year	15
123	0	ZickyX	RT @Rothbard1776: 2/ UPDATE: Sources have been unable to confirm if Dominion had assessed Joe Biden’s chances of winning GA as “one in a mi…	1334849626319491072	assessed biden chances confirm dominion ga joe mi one rt sources unable update winning	14
124	0	SallythePitBull	RT @Newsweek: Twitter has flagged over a quarter of Trump's tweets since election day https://t.co/MWYl3TjB2f	1334851305970405377	day election flagged quarter rt trump tweets twitter	8
125	0	georgeoketch12	RT @AP_Politics: A cellphone video of a man hauling a box into a Detroit election office was spread on social media as proof as voter fraud…	1334850971177017346	box cellphone detroit election fraud hauling man media office proof rt social spread video voter	15
126	0	AndersonCheri	RT @JJRush1999: @J_Mei21 @BMeiselas @meiselasb @MeidasTouch @Meidas_Kiesha  The star witness in Trump's 'voter fraud' case only finished pr…	1334851656274432002	case finished fraud pr rt star trump voter witness	9
127	0	nursepeggy52	RT @OrchidMyst_: @ReallyAmerican1 Perdue is playing to keep his seat. Listen to him talk about how Biden &amp; McConnell will negotiate, if the…	1334852285399265283	amp biden listen mcconnell negotiate perdue playing rt seat talk the	11
128	1	drofdem	RT @Franklin_Graham: This article reports how LGBTQ activists within the Democratic Party are pushing their godless, secular agenda w/a pot…	1334852468782534657	activists agenda article democratic godless lgbtq party pot pushing reports rt secular	12
129	2	FlockBoss20	RT @politico: Biden is issuing clear guidance for what he will do in the short and long term.  For example, he will tell people they need t…	1334852796718395392	biden clear example guidance issuing long people rt short term	10
